file,id,type,speaker,jp,current_english,suggested_english,notes,status
127_6.json,2,Chapter name,,エピローグ　いつも２人で,Epilogue: Always Together,,,
127_6.json,6,Dialog,,#Color[7]#Scale[1.8]とある日曜日の午後,#Color[7]#Scale[1.8]One Sunday afternoon...,,,
127_6.json,7,Dialog,,みんなが家に遊びに来たおかげで、晩ご飯を用,"Because everyone came over to play,",,,
127_6.json,8,Dialog,,意するはめになった。スーパーまるとみへ向かっ,I ended up having to make dinner.,,,
127_6.json,9,Dialog,,ている途中……。,On the way to Super Mart Tomi...,,,
127_6.json,11,Dialog,,……おかず、何がいいかなあ。,"...I wonder what would be good to go
with it.",,,
127_6.json,19,Dialog,Tamaki,「ハルヒ、どうしたんだ？」,"Haruhi, what's wrong?",,,
127_6.json,21,Dialog,Haruhi,「イエ、別に何でもありません」,"No, it's nothing.",,,
127_6.json,29,Dialog,Tamaki,「――まさか、お金が……？」,Could it be... money...?,,,
127_6.json,31,Dialog,Haruhi,「失礼な。大丈夫ですよ」,Rude. I'm fine.,,,
127_6.json,36,Dialog,Tamaki,「そうか？　それならいいんだが……。遠慮せ,"Is that so? Well, in that case...
Don't",,,
127_6.json,37,Dialog,Tamaki,ずにお父さんに相談するんだぞ？」,"hesitate to consult your father,
okay?",,,
127_6.json,38,Dialog,Tamaki,……変な心配ばかりする人だなあ、ほんとに。,"...You really do worry about strange
things.",,,
127_6.json,39,Dialog,Tamaki,買い物だって１人でも大丈夫なのに、カゴを持,"I can shop by myself just fine, but
you insist on",,,
127_6.json,40,Dialog,Tamaki,ちたいからってついてくるし。,"following me because you want to
carry a basket.",,,
127_6.json,41,Dialog,Tamaki,……まあ、別にイヤじゃないけど。,"...Well, I'm not really against it.",,,
127_6.json,46,Dialog,Tamaki,「ハルヒと一緒に買い物に行けるなんて、お父,I'm so happy to go shopping,,,
127_6.json,47,Dialog,Tamaki,さんはうれしいぞ」,"with you too, my princess.",,,
127_6.json,49,Dialog,Haruhi,「はいはい、そうですか」,"Yeah, yeah, is that so?",,,
127_6.json,57,Dialog,Tamaki,「見てごらんハルヒ！　あの空も俺たちを祝福,"Look up, Haruhi! Even",,,
127_6.json,58,Dialog,Tamaki,してくれているよ」,the sky's blessing us!,,,
127_6.json,60,Dialog,Haruhi,「……どこがですか？」,...Where exactly?,,,
127_6.json,61,Dialog,Haruhi,くるっくー、くるっくー。,"Kurukoo, kurukoo.",,,
127_6.json,70,Dialog,Tamaki,「小鳥のさえずりは、２人を祝福するファン,The birds are singing,,,
127_6.json,71,Dialog,Tamaki,ファーレ！」,to bless us!,,,
127_6.json,73,Dialog,Haruhi,「……かわいいハトの鳴き声にしか聞こえませ,...It just sounds like,,,
127_6.json,74,Dialog,Haruhi,んね」,cute pigeon coos to me.,,,
127_6.json,80,Dialog,,#Scale[1.4]ガーーーーーーーーーーン！！,#Scale[1.4]GAAAAAAAAAAAAH!!,,,
127_6.json,81,Dialog,,……あ、なんか落ち込んでる。,"...Oh, you seem down.",,,
127_6.json,91,Dialog,Tamaki,「ううっ……。せっかく２人きりなのに、ハル,Ahh... Even though it's just the two,,,
127_6.json,92,Dialog,Tamaki,ヒが仲良くしてくれない」,"of us, Haruhi won't be nice to me.",,,
127_6.json,93,Dialog,Tamaki,まったく、めんどうな人だなあ。,What a troublesome person.,,,
127_6.json,95,Dialog,Haruhi,「先輩の好きなものを作ってあげますから、早,Let's go make what,,,
