file,id,type,speaker,jp,current_english,suggested_english,notes,status
123_5_1.json,4,Chapter name,,第５話,Episode 5,,,
123_5_1.json,6,Dialog,,桜蘭高校の生徒２人が警察に補導された。,"Two Ouran High School students were
taken in by the police.",,,
123_5_1.json,8,Dialog,,２人のデートは駆け落ち騒動に発展して、,"Their date turned into a elopement
scandal and for",,,
123_5_1.json,10,Dialog,,なぜかホスト部が活動停止するはめに……。,"some reason the Host Club was put on
hold...",,,
123_5_1.json,12,Dialog,,補導された生徒は部員ではないけれど、,"The students who were expelled
aren't club members, but",,,
123_5_1.json,14,Dialog,,ホスト部のせいで学院の風紀が乱れ、,"there were complaints that the Host
Club caused a disturbance",,,
123_5_1.json,16,Dialog,,不祥事が起きたと抗議の声がでたせいだった。,"in school discipline and led to an
incident.",,,
123_5_1.json,18,Dialog,,ホスト部の活動停止は解けることになったけど、,"The Host Club's suspension has been
lifted, but we might",,,
123_5_1.json,20,Dialog,,理事長が交代するかもしれない事態に――。,"face a situation where the board of
directors changes...",,,
123_5_1.json,21,Dialog,,南校舎の最上階。北側廊下のつきあたり。,"South building, top floor. End of
north hallway.",,,
123_5_1.json,23,Dialog,,扉をあけると、そこは豪華絢爛（ごうかけんら,"Opening the door, it should have
been",,,
123_5_1.json,24,Dialog,,ん）たる、ホスト部絵巻が繰り広げられている,a magnificent and splendid display,,,
123_5_1.json,25,Dialog,,はずなのに……。,of the Host Club's activities...,,,
123_5_1.json,26,Dialog,,『いらっしゃいませ』のあいさつも、今日は聞,I didn't even hear,,,
123_5_1.json,27,Dialog,,こえなかった。,"""welcome"" today.",,,
123_5_1.json,28,Dialog,,#Color[7]#Scale[1.8]ホスト部、一時活動停止中,#Color[7]#Scale[1.8]Host Club temporarily inactive #Color[7]#Scale[1.8],,,
123_5_1.json,43,Dialog,Hikaru & Kaoru,「な〜んだハルヒかあ」,"Oh, it's you, Haruhi.",,,
123_5_1.json,48,Dialog,Hikaru,「お客さんかと思って」,I thought you were a customer.,,,
123_5_1.json,53,Dialog,Kaoru,「出迎えて損した」,Losing out by welcoming them.,,,
123_5_1.json,54,Dialog,Kaoru,……失礼な。,...Rude.,,,
123_5_1.json,63,Dialog,Honey,「ハルちゃ〜ん……」,Haru-chan...,,,
123_5_1.json,64,Dialog,Honey,泣きそうなハニー先輩が駆け寄ってきた。さす,"Senpai was running over with tears
in",,,
123_5_1.json,65,Dialog,Honey,がにショックを受けてるんだなあ。,his eyes. He must really be shocked.,,,
123_5_1.json,67,Dialog,Haruhi,「ハニー先輩、そんなに気を落とさないでくだ,"Don't worry so much,",,,
123_5_1.json,68,Dialog,Haruhi,さい」,Honey-senpai.,,,
123_5_1.json,77,Dialog,Honey,「あのね、お休みだからね、ケーキもない,"Hey, it's closed, so",,,
123_5_1.json,78,Dialog,Honey,の……」,there's no cake...,,,
123_5_1.json,79,Dialog,Honey,……ケーキのことでしたか。,...You mean about the cake?,,,
123_5_1.json,92,Dialog,Kyoya,「申し訳ありません、ハニー先輩」,"I'm sorry, Honey-senpai.",,,
123_5_1.json,97,Dialog,Honey,「……うう〜」,「...Uu~」,,,
123_5_1.json,100,Dialog,Honey,ハニー先輩には我慢してもらうとして、気にな,"I'll let Honey-senpai deal with it
for now, but what concerns",,,
123_5_1.json,101,Dialog,Honey,るのは、一時活動停止が解けることと――。,"me is when the temporary suspension
gets lifted--.",,,
123_5_1.json,102,Dialog,Honey,バサ……。,Swish...,,,
123_5_1.json,108,Dialog,,自分の考えをさえぎるように、環先輩が手に持っ,"To cut off my thoughts, Senpai
dropped the",,,
