file,id,type,speaker,jp,current_english,suggested_english,notes,status
121_4_5.json,4,Dialog,Student 1 (female),「……本当ですの！？」,Is that really true!?,,,
121_4_5.json,6,Dialog,Female student 2,「ホスト部が……」,The Host Club...,,,
121_4_5.json,7,Dialog,Female student 2,……え？　今ホスト部って聞こえたけど。,"...Huh? Did I just hear ""Host Club""?",,,
121_4_5.json,9,Dialog,Student Girl 3,「そんな、信じられない！　まさかホスト部が,No way! I can't believe it! The,,,
121_4_5.json,10,Dialog,Student Girl 3,廃部だなんて！」,Host Club getting disbanded?!,,,
121_4_5.json,11,Dialog,Student Girl 3,#Scale[1.4]廃部！？,#Scale[1.4]Disband!?,,,
121_4_5.json,12,Dialog,Student Girl 3,つい大声が出そうになって、自分の口を押さえ,I cover my mouth to stop,,,
121_4_5.json,13,Dialog,Student Girl 3,る。,myself from shouting.,,,
121_4_5.json,14,Dialog,Student Girl 3,……廃部だなんて、そんなこと……。,...I won't let that happen!,,,
121_4_5.json,15,Dialog,Student Girl 3,今の話が本当かどうか聞いてみようと思ったと,When I wondered if what,,,
121_4_5.json,16,Dialog,,き――。,he said was true--.,,,
121_4_5.json,23,Dialog,Sayuri,「ハルちゃん」,Haru-chan.,,,
121_4_5.json,25,Dialog,Haruhi,「小百合……、どうかしたの？」,Sayuri... Is something wrong?,,,
121_4_5.json,30,Dialog,Sayuri,「落ち着いて聞いてね」,Listen carefully.,,,
121_4_5.json,31,Dialog,Sayuri,小百合の真剣な声に、黙ってうなずく。,"I nod silently at Sayuri's serious
voice.",,,
121_4_5.json,36,Dialog,Sayuri,「……さっき掲示板に、ホスト部の廃部を決定,"...A notice went up on the bulletin
board",,,
121_4_5.json,37,Dialog,Sayuri,するって告知が出たの」,deciding to disband the Host Club.,,,
121_4_5.json,39,Dialog,Haruhi,「そんな――」,That's...!,,,
121_4_5.json,44,Dialog,Sayuri,「残念だけど……」,Sucks... but...,,,
121_4_5.json,45,Dialog,Sayuri,自分は――、何も聞いてない。そう思ったとき、,"I didn't hear anything. That's what
I thought, but",,,
121_4_5.json,46,Dialog,Sayuri,ポケットの携帯電話が震えた。,"my cell phone in my pocket started
to vibrate.",,,
121_4_5.json,48,Dialog,Haruhi,「ごめん、ちょっと……」,"Sorry, just a sec...",,,
121_4_5.json,51,Dialog,Sayuri,「ハルちゃん……」,Haru-chan...,,,
121_4_5.json,52,Dialog,Sayuri,小百合の泣き出しそうな声が、小さく聞こえた。,"Sayuri's voice, on the verge of
tears, was faintly heard.",,,
121_4_5.json,55,Dialog,Haruhi,「……はい、藤岡です」,"「...Yes, Fujioka here.」",,,
121_4_5.json,60,Dialog,Haruhi,「……どうしてですか？　また、自分をからかっ,...Why? Are you teasing,,,
121_4_5.json,61,Dialog,Haruhi,て……」,me again...,,,
121_4_5.json,64,Dialog,Haruhi,「ねえ、環先輩……。ウソだって、言ってくだ,"Come on, Tama-chan... Please",,,
121_4_5.json,65,Dialog,Haruhi,さいよ……」,tell me it's not true...,,,
121_4_5.json,67,Dialog,Tamaki,「……ごめんな、ハルヒ」,"...Sorry, Haruhi.",,,
121_4_5.json,69,Dialog,Tamaki,環先輩の悲しそうな声に……、自分は返事をす,"I couldn't even respond to
Tamaki-senpai's",,,
121_4_5.json,70,Dialog,Tamaki,ることもできなかった――。,sad voice... --,,,
121_4_5.json,71,Dialog,Tamaki,こんなことになるなんて……。,"I never thought it would come to
this...",,,
121_4_5.json,79,Dialog,,#Color[7]#Scale[1.8]お昼休み,#Color[7]#Scale[1.8]Lunch break!,,,
121_4_5.json,80,Dialog,,今日は寝坊してお弁当を持ってきてないから、,"I overslept today and forgot my
lunch,",,,
121_4_5.json,81,Dialog,,光と馨に誘われたら、食堂に行こうって思って,"so I was planning to go to the
cafeteria",,,
121_4_5.json,82,Dialog,,たのに――。,if Hikaru and Kaoru invited me--,,,
121_4_5.json,83,Dialog,,光と馨は、風邪で２人とも休み。……とりあえ,"Hikaru and Kaoru are both home
sick...",,,
121_4_5.json,84,Dialog,,ず食堂でパンを買って、中庭でのんびり食べよ,"Let's grab some bread from the
cafeteria",,,
121_4_5.json,85,Dialog,,う。,and eat it relaxed in the courtyard.,,,
