file,id,type,speaker,jp,current_english,suggested_english,notes,status
117_4_1.json,4,Chapter name,,第４話,Episode 4,,,
117_4_1.json,6,Dialog,,#Color[7]#Scale[1.8]ホスト部営業中,#Color[7]#Scale[1.8]Host Club open for business!,,,
117_4_1.json,7,Dialog,,今日も、賑やかだなあ……。,It's bustling as usual today...,,,
117_4_1.json,8,Dialog,,絢爛ホスト部とのことも無事に片付いて、すっ,"The dazzling Host Club incident is
over,",,,
117_4_1.json,9,Dialog,,かりいつものホスト部に戻ってる。,and we're back to our usual selves.,,,
117_4_1.json,10,Dialog,,接客中のみんなも楽しそうだな。ハニー先輩は、,"Everyone looks like they're having
fun too. Honey-senpai",,,
117_4_1.json,11,Dialog,,すごい笑顔でケーキを食べてるし……。,is eating cake with a huge smile...,,,
117_4_1.json,12,Dialog,,……あ。ボーッとしてる場合じゃないか。お客,...Oh right. I shouldn't be spacing,,,
117_4_1.json,13,Dialog,,さんが来てるんだった。,out. There are customers here.,,,
117_4_1.json,14,Dialog,,えーと……、どうしようかな？,Um... what should I do?,,,
117_4_1.json,15,Choice,,倉賀野さん,Kurakano-san,,,
117_4_1.json,16,Choice,,桜塚さん,Sakurazuka-san,,,
117_4_1.json,17,Choice,,上賀茂さん,Kamikamo-san,,,
117_4_1.json,18,Choice,,あとにしよう,Leave it for later,,,
117_4_1.json,37,Dialog,Haruhi,「いらっしゃいませ」,Welcome!,,,
117_4_1.json,45,Dialog,Kurakano,「あ……、ハルヒ君……」,Ah... Haruhi...,,,
117_4_1.json,47,Dialog,Haruhi,「どうしたんですか？　何か考えごとでも？」,"What's wrong? Are you thinking about
something?",,,
117_4_1.json,52,Dialog,Kurakano,「考えごと、というほどのものでは……」,"It's not really something to think
about...",,,
117_4_1.json,54,Dialog,Kurakano,「ただ……、ほっとしてましたの。ようやく,Just... I felt relieved. Like,,,
117_4_1.json,55,Dialog,Kurakano,戻ってこられたような気がして」,you'd finally come back.,,,
117_4_1.json,56,Dialog,Kurakano,そっか……。この間のことで、心配かけちゃっ,Oh... I was worrying you,,,
117_4_1.json,57,Dialog,Kurakano,てたんだな。,"about the other day, huh?",,,
117_4_1.json,59,Dialog,Haruhi,「絢爛ホスト部は、どうでしたか？」,How was the splendid Host Club?,,,
117_4_1.json,64,Dialog,Kurakano,「一度、ご招待していただいたけど……。桜蘭,I was invited once... but Ouran,,,
117_4_1.json,65,Dialog,Kurakano,ホスト部が一番です！　――あっ、わたくしった,Host Club is the best!,,,
117_4_1.json,66,Dialog,Kurakano,ら……」,"-- Oh, how silly of me...",,,
117_4_1.json,70,Dialog,Kurakano,倉賀野さんは、顔を真っ赤にしてうつむいてし,Kurakano-san blushed,,,
117_4_1.json,71,Dialog,,まった。,and hung her head.,,,
117_4_1.json,73,Dialog,Kurakano,「……すみません、聞かなかったことに……」,"...Sorry, never mind...",,,
117_4_1.json,75,Dialog,Haruhi,「ええ、わかりました。２人の秘密にしておき,"Okay, I understand. Let's",,,
117_4_1.json,76,Dialog,Haruhi,ましょうね」,keep your little secret.,,,
117_4_1.json,81,Dialog,Kurakano,「え、ええ……。あの、ハルヒ君？」,Y-Yes...? Haruhi-kun?,,,
117_4_1.json,83,Dialog,Haruhi,「はい。あ、お茶のお代わりですね」,"Sure. Oh, you want more tea.",,,
117_4_1.json,84,Dialog,Haruhi,倉賀野さんの手元の紅茶が、すっかり冷めてし,I noticed that Kurakano's tea,,,
117_4_1.json,85,Dialog,Haruhi,まってることに気づいた。,had completely gone cold.,,,
117_4_1.json,90,Dialog,Kurakano,「えっと……、あの……」,Um... well...,,,
117_4_1.json,92,Dialog,Haruhi,「同じものでいいですか？　それとも……、イ,Is that okay? Or... shall,,,
117_4_1.json,93,Dialog,Haruhi,ンスタントコーヒーにしてみますか？」,I try instant coffee?,,,
117_4_1.json,98,Dialog,Kurakano,「あ……」,Ah...,,,
117_4_1.json,100,Dialog,Haruhi,「んー……。でも倉賀野さんに、インスタント,Hmm... But instant food probably,,,
117_4_1.json,101,Dialog,Haruhi,はお口に合いませんよね」,"doesn't suit you, Kurakano-san.",,,
117_4_1.json,107,Dialog,Kurakano,「いえ、コーヒーで……。ハルヒ君が用意して,"No, coffee will do... As long as
Haruhi",,,
117_4_1.json,108,Dialog,Kurakano,くれるなら何でも」,"prepares it, I'll be fine with
anything.",,,
117_4_1.json,110,Dialog,Haruhi,「そうですか？　それじゃあ、お砂糖とミルク,Is that so? Then I'll prepare,,,
117_4_1.json,111,Dialog,Haruhi,も用意しますね」,sugar and milk too.,,,
117_4_1.json,116,Dialog,Kurakano,「……はい、お願いします」,"...Yes, please.",,,
117_4_1.json,121,Dialog,Kurakano,もしかして、お茶のお代わりじゃなかったのか,"Maybe it wasn't about getting
another",,,
117_4_1.json,122,Dialog,Kurakano,もしれない。テーブルを離れてから、なんとな,cup of tea after all. I've had this,,,
117_4_1.json,123,Dialog,,くそんな気がしてきた……。,feeling since I left the table...,,,
117_4_1.json,124,Dialog,,何か別の話だったとしたら、悪いことしちゃっ,If it was about something,,,
117_4_1.json,125,Dialog,,たなあ。,"else, I did something bad.",,,
117_4_1.json,134,Dialog,Haruhi,「いらっしゃいませ」,Welcome!,,,
117_4_1.json,141,Dialog,Sakurazuka,「ハルヒ君、この間は大変だったわね」,"Haruhi, you had it rough last time,
didn't you?",,,
117_4_1.json,143,Dialog,Haruhi,「そうですね。でも、みなさんの応援もあって、,"That's right. But thanks to
everyone's support,",,,
117_4_1.json,144,Dialog,Haruhi,なんとか元通りになりました」,I managed to get back to normal.,,,
117_4_1.json,149,Dialog,Sakurazuka,「わたしにとっては、桜蘭ホスト部はオアシス,It's natural for Ouran Host,,,
117_4_1.json,150,Dialog,Sakurazuka,なんだから当然よ」,Club to be an oasis for me.,,,
117_4_1.json,152,Dialog,Haruhi,「そうなの？　うれしいな」,That so? Nice!,,,
117_4_1.json,157,Dialog,Sakurazuka,「それに……。絢爛ホスト部には、ハルヒ君が,"And... without Haruhi-kun, the
Extravagant",,,
117_4_1.json,158,Dialog,Sakurazuka,いないんだもの。だから、絢爛に編入しちゃっ,"Host Club isn't complete. So I was
thinking",,,
117_4_1.json,159,Dialog,Sakurazuka,たらどうしようかなって……」,"about transferring to
Extravaganza...",,,
117_4_1.json,161,Dialog,Haruhi,「ありがとう、心配してくれて」,Thanks for worrying about me.,,,
117_4_1.json,166,Dialog,Sakurazuka,「ううん、気にしないで。それより……」,"No, don't worry about it. Anyway...",,,
117_4_1.json,168,Dialog,Haruhi,「どうかしました？」,Is something wrong?,,,
117_4_1.json,173,Dialog,Sakurazuka,「あの……、その……」,Um... well...,,,
117_4_1.json,176,Dialog,Sakurazuka,こういうときは、急かしたりしないで待ってて,It's best to wait patiently and,,,
117_4_1.json,177,Dialog,Sakurazuka,あげることが１番……、なんだよね。,not rush them... isn't it?,,,
117_4_1.json,178,Dialog,Sakurazuka,何か言いかける桜塚さんを、じっと見つめる。,"Stare intently at Sakurazaka as she
tries to say something.",,,
117_4_1.json,186,Dialog,Sakurazuka,「そ……、そんなに見つめないでっ！！」,Stop staring at me like that!!,,,
117_4_1.json,188,Dialog,Sakurazuka,タタタタタタタタ……。,Tatatata...,,,
117_4_1.json,191,Dialog,Sakurazuka,行っちゃった。ああいうときは、見つめてちゃ,She's gone. I shouldn't have,,,
117_4_1.json,192,Dialog,Sakurazuka,ダメだったんだ……。,stared at her like that...,,,
