file,id,type,speaker,jp,current_english,suggested_english,notes,status
150_3_6_2.json,14,Dialog,,部室は、重苦しい雰囲気に包まれていた。,"The clubroom was enveloped in a
heavy atmosphere.",,,
150_3_6_2.json,16,Dialog,Renge,「まさか、まさかの結果発表ですわ……」,It's the unexpected results...,,,
150_3_6_2.json,21,Dialog,Renge,「絢爛ホスト部の勝利、つまり……、環さんは,The splendid Host Club's victory...,,,
150_3_6_2.json,22,Dialog,Renge,レオさんのものに……！」,means you belong to Leo-sama...!,,,
150_3_6_2.json,27,Dialog,Sayuri,「桜蘭ホスト部が……」,Our Ouran Host Club...,,,
150_3_6_2.json,41,Dialog,Leo,「環、ボクたちの勝ちだよ」,"Tamaki, we won!",,,
150_3_6_2.json,46,Dialog,Tamaki,「無念だ……」,It's a shame...,,,
150_3_6_2.json,47,Dialog,Tamaki,ホスト部が負けてしまった。ということはつま,The Host Club lost...,,,
150_3_6_2.json,48,Dialog,Tamaki,り……。,Which means...,,,
150_3_6_2.json,53,Dialog,Leo,「ボクはうれしいよ。これから一緒に、絢爛ホ,"I'm happy. Let's work together to
make the",,,
150_3_6_2.json,54,Dialog,Leo,スト部を盛り上げていこうね」,"Extravagant Host Club even more
popular.",,,
150_3_6_2.json,59,Dialog,Tamaki,「待て！　ハルヒも、なんとか言ってくれ！」,"Wait! Haruhi, say something!",,,
150_3_6_2.json,61,Dialog,Haruhi,「……ごめんなさい」,...I am sorry.,,,
150_3_6_2.json,83,Dialog,Renge,「さあ、今ここに始まりました、世紀の対戦！,"And so, here we begin, the battle of
the century!",,,
150_3_6_2.json,84,Dialog,Renge,我が桜蘭ホスト部ＶＳ絢爛ホスト部。実況は、,"Our Ouran Host Club VS the Splendor
Host Club. Commentary",,,
150_3_6_2.json,85,Dialog,Renge,宝積寺れんげが務めさせていただきますわ」,"will be provided by Renge
Houshakuji.",,,
150_3_6_2.json,86,Dialog,Renge,れんげちゃんが実況役なのはいいんだけど――。,"I don't mind Renge being the
commentator--.",,,
150_3_6_2.json,88,Dialog,Sayuri,「ア、アシスタントの……、姫宮小百合です」,A-Assistant... Sayuri Himemiya.,,,
150_3_6_2.json,89,Dialog,Sayuri,どうして小百合まで……。あの困っている様子,"Why Sayuri too... Seeing her
flustered like that,",,,
150_3_6_2.json,90,Dialog,Sayuri,を見ると、いきなりお願いされたんだろうなあ。,"she must have been asked to do it
suddenly.",,,
150_3_6_2.json,95,Dialog,Renge,「待ちに待った因縁の対決ですが、今回の勝負,"Long-awaited grudge match, but what
do you",,,
150_3_6_2.json,96,Dialog,Renge,をどう思いますか、姫宮さん？」,"think of this contest, Miss
Himemiya?",,,
150_3_6_2.json,102,Dialog,Sayuri,「あの、宝積寺さん……。私には、『因縁』と,"Um, Houjyuji-san... I don't really",,,
150_3_6_2.json,103,Dialog,Sayuri,かよくわからないんだけど……」,get what 'destiny' means...,,,
150_3_6_2.json,109,Dialog,Renge,「姫宮さん！　そういうことは脳内で補完して,Ms. Himemiya! You have to fill,,,
150_3_6_2.json,110,Dialog,Renge,いただかなくては困りますわ」,in the blanks in your head!,,,
150_3_6_2.json,116,Dialog,Sayuri,「は……、はい？」,H-Hi?,,,
150_3_6_2.json,124,Dialog,Renge,「……こほん。さて、第１試合は、『ネコ探し』,"Ahem. All right, the first game will
be 'Cat Hunt.'",,,
150_3_6_2.json,125,Dialog,Renge,ですわっ！」,That's it!」,,,
150_3_6_2.json,130,Dialog,Renge,「ターゲットは、白い靴下柄の黒ネコですわ。,"The target is a black cat with white
sock patterns.",,,
150_3_6_2.json,131,Dialog,Renge,首輪には鈴がついてますから、音も頼りにして,Please rely on the sound,,,
150_3_6_2.json,132,Dialog,Renge,くださいませ」,of the bell as well~」,,,
150_3_6_2.json,137,Dialog,Sayuri,「桜蘭ホスト部は、須王先輩、鳳先輩チーム,It's the Suzumara,,,
150_3_6_2.json,138,Dialog,Sayuri,です！」,and Hou teams!,,,
150_3_6_2.json,151,Dialog,,きゃ〜〜〜！,Kyaa!!!,,,
150_3_6_2.json,166,Dialog,Renge,「そして絢爛ホスト部の選手は……、ジャン・,"And the contestants for the splendid
Host Club",,,
150_3_6_2.json,167,Dialog,Renge,ピエール・レオさんと他２名ですわっ！」,"are... Jean-Pierre Leowith two
others!",,,
150_3_6_2.json,171,Dialog,Renge,れんげちゃん、他２名ってあんまりじゃ……。,"Renge-chan and two others isn't
fair...",,,
150_3_6_2.json,176,Dialog,Renge,「いきなりの部長対決！　果たして先に１勝を,Sudden president showdown! Which,,,
150_3_6_2.json,177,Dialog,Renge,上げるのはどちらなのか！　第１回戦、スター,one of us will get the first win?,,,
150_3_6_2.json,178,Dialog,Renge,トですわっ！」,The first match begins now!,,,
150_3_6_2.json,181,Dialog,Renge,#Color[7]#Scale[1.8]ネコ探し,#Color[7]#Scale[1.8]Find the Cat,,,
150_3_6_2.json,182,Dialog,Renge,パン！,Punch!,,,
150_3_6_2.json,183,Dialog,,れんげちゃんの合図で、いよいよ第１回戦が始,"With Renge's signal, the first",,,
150_3_6_2.json,184,Dialog,,まった。,round finally began.,,,
150_3_6_2.json,185,Dialog,,チリンチリン……。,Ding-dong...,,,
150_3_6_2.json,186,Dialog,,あれ、鈴の音が……。,Hm? I hear bells...,,,
150_3_6_2.json,187,Dialog,,にゃー。,Nya--,,,
150_3_6_2.json,189,Dialog,Haruhi,「……あれ？」,......huh?,,,
150_3_6_2.json,190,Dialog,Haruhi,鈴の音が近づいてきたと思ったら、どこからと,"I thought I heard bells getting
closer, when",,,
150_3_6_2.json,191,Dialog,Haruhi,もなく黒っぽいネコが現れた。,"suddenly a dark cat appeared out of
nowhere.",,,
150_3_6_2.json,197,Dialog,,ネコは匂いをかぎながら、鏡夜先輩の足元にま,"The cat sniffs around, sticking",,,
150_3_6_2.json,198,Dialog,,とわりついている。,close to Kyoya-senpai's feet.,,,
150_3_6_2.json,200,Dialog,,鏡夜先輩が持ってる小さなカバンが気になるら,I'm curious about Senior,,,
150_3_6_2.json,201,Dialog,,しい。,Kyoya's small bag.,,,
150_3_6_2.json,206,Dialog,Kyoya,「よしよし」,"Aww, there there.",,,
150_3_6_2.json,207,Dialog,Kyoya,鏡夜先輩が、まとわりついてくるネコを、自然,Kyoya-senpai picks up the cat,,,
150_3_6_2.json,208,Dialog,Kyoya,に抱き上げる。,clinging to him naturally.,,,
150_3_6_2.json,209,Dialog,Kyoya,あれ、もしかしてこれって……。,Could this be...?,,,
150_3_6_2.json,211,Dialog,Kyoya,ピーーーーーーーーッ！,Beep!,,,
150_3_6_2.json,224,Dialog,Renge,「勝負ありですわっ！　第１回戦『ネコ探し』,I win! Round One: 'Find the Cat'!,,,
150_3_6_2.json,225,Dialog,Renge,は、桜蘭ホスト部の勝利です！」,I-it's Ouran Host Club's victory!」,,,
150_3_6_2.json,229,Dialog,Haruhi,「勝っちゃった……」,I won...,,,
150_3_6_2.json,230,Dialog,Haruhi,あっという間に。しかも全く探さず、ネコの方,"Oh, so fast. And without even
looking for it, the",,,
150_3_6_2.json,231,Dialog,Haruhi,からやってきて。あ、そうかあのカバン――。,"cat came to me. Oh, that's right,
the bag--.",,,
150_3_6_2.json,238,Dialog,Ou,「ちょっと、待ってください！？」,Wait a second!?,,,
150_3_6_2.json,246,Dialog,Kyoya,「道具の使用は認められているし、マタタビを,There's nothing here that says,,,
150_3_6_2.json,247,Dialog,Kyoya,使用するなとは、どこにも書いていない」,we can't use tools or catnip.,,,
150_3_6_2.json,252,Dialog,Ou,「くっ！？」,「Gh!!?」,,,
150_3_6_2.json,253,Dialog,Ou,まあ、自分たちが勝ったんだからいいか。,"Well, since we won, it's fine.",,,
150_3_6_2.json,273,Dialog,Renge,「さあお次は……。第２回戦！　『大食い対決』,"All right then... Round Two! 'Eating
Contest'!",,,
150_3_6_2.json,274,Dialog,Renge,ですわっ！」,That's it!」,,,
150_3_6_2.json,276,Dialog,Sayuri,「この対決では、用意されたデザートを先に完,"The team that finishes the prepared
desserts",,,
150_3_6_2.json,277,Dialog,Sayuri,食したチームが勝利となります」,first will win this showdown.,,,
150_3_6_2.json,282,Dialog,Renge,「それではこの種目を戦う選手の登場ですわ！,"And now, here come the contestants
for this event!",,,
150_3_6_2.json,283,Dialog,Renge,まずは絢爛ホスト部。張満腹さん、張空腹さん,"First up is the Extravagant Host
Club!",,,
150_3_6_2.json,284,Dialog,Renge,の入場です！」,"Enter Hungry Tummy and Empty
Stomach!」",,,
150_3_6_2.json,287,Dialog,Renge,満腹に空腹って……。まあ、たぶん予想通りな,"I'm full but still hungry... Well,",,,
150_3_6_2.json,288,Dialog,Renge,んだろうけど。,I guess that's to be expected.,,,
150_3_6_2.json,290,Dialog,,『大食い』を体で表したような人たちが、のし,"People who look like living
""gluttony""",,,
150_3_6_2.json,291,Dialog,,のしと歩いてくる。,symbols are walking over here.,,,
150_3_6_2.json,299,Dialog,Tamaki,「……絢爛ホスト部では、あのようなタイプも,"...So even that type is available in
the Extravagant",,,
150_3_6_2.json,300,Dialog,Tamaki,揃えているのか……。桜蘭でも『ぽっちゃり系』,"Host Club...? Even Ouran has a
'chubby' category...",,,
150_3_6_2.json,301,Dialog,Tamaki,を視野に入れるべきか」,Should I consider it?」,,,
150_3_6_2.json,302,Dialog,Tamaki,あれは『ぽっちゃり』じゃないです。というか、,"That's not ""chubby"". In fact, he's",,,
150_3_6_2.json,303,Dialog,Tamaki,間違いなくホストですらないのに。,definitely not even a host.,,,
150_3_6_2.json,311,Dialog,Haruhi,「鏡夜先輩、抗議したほうが……」,"Kyoya-senpai, you should protest...",,,
150_3_6_2.json,316,Dialog,Kyoya,「こちらには、ハニー先輩がいる。あの程度な,"There's Honey-senpai here. Even if
there",,,
150_3_6_2.json,317,Dialog,Kyoya,ら、１０人いても問題にならないだろう」,"are ten of them, they won't be a
problem.",,,
150_3_6_2.json,318,Dialog,Kyoya,それは、確かに……。,That's true...,,,
150_3_6_2.json,332,Dialog,Renge,「対する桜蘭ホスト部はハニー先輩、モリ先輩,That's where HONEY-senpai,,,
150_3_6_2.json,333,Dialog,Renge,の２人ですわっ！」,and MORI-senpai come in!,,,
150_3_6_2.json,346,Dialog,,きゃ〜〜〜！,Kyaa!!!,,,
150_3_6_2.json,347,Dialog,,ハニー先輩とモリ先輩が前に進み出ると、歓声,When Honey-senpai and Mori-senpai,,,
150_3_6_2.json,348,Dialog,,がわきあがった。,"stepped forward, cheers erupted.",,,
150_3_6_2.json,353,Dialog,Honey,「がんばろうね、崇！」,"Let's do our best, Takashi!",,,
150_3_6_2.json,358,Dialog,Mori,「……ああ」,...Yeah.,,,
150_3_6_2.json,359,Dialog,Mori,ハニー先輩はこれからたくさんデザートを食べ,"Honey-senpai looked happy, knowing
he'd get",,,
150_3_6_2.json,360,Dialog,Mori,られるとあって幸せそうだった。とても勝負に,"to eat lots of desserts. He doesn't
look",,,
150_3_6_2.json,361,Dialog,Mori,挑む顔には見えない。,"like he's ready for a challenge at
all.",,,
150_3_6_2.json,376,Dialog,Renge,「では第２回戦、始めですわっ！！」,"And so, let's begin the second
round!!",,,
150_3_6_2.json,379,Dialog,Renge,#Color[7]#Scale[1.8]大食い対決,#Color[7]#Scale[1.8]Eating Contest!,,,
150_3_6_2.json,380,Dialog,Renge,パン！,Punch!,,,
150_3_6_2.json,381,Dialog,Renge,れんげちゃんの合図で、第２回戦が始まった。,"With Renge's signal, the second
round began.",,,
150_3_6_2.json,383,Dialog,,れんげちゃんのかけ声とともに、両チームすご,"With Renge's cheer, both teams start",,,
150_3_6_2.json,384,Dialog,,い勢いで食べ始める。,eating with amazing speed.,,,
150_3_6_2.json,391,Dialog,Honey,「あーむ……、んぐんぐ……。おいしー♪」,Aaah... *suck*... Yummy♪,,,
150_3_6_2.json,400,Dialog,Tamaki,「おお！　ハニー先輩、すごいスピードだ！」,"Wow! Honey-senpai, amazing speed!",,,
150_3_6_2.json,413,Dialog,Hikaru,「あんなに体格差があるのに」,"Even with such a difference in
size...",,,
150_3_6_2.json,415,Dialog,Kaoru,「ぜんぜん負けてないよ！」,I'm not losing at all!,,,
150_3_6_2.json,418,Dialog,Kaoru,負けてないどころか、ハニー先輩の方が少しリー,Honey-senpai's actually,,,
150_3_6_2.json,419,Dialog,Kaoru,ドしている。,in the lead.,,,
150_3_6_2.json,420,Dialog,Kaoru,これは勝てるかもしれない……。,This might be winnable...,,,
150_3_6_2.json,427,Dialog,Mori,「光邦、急ぎすぎだ……」,"Honey, you're rushing...",,,
150_3_6_2.json,428,Dialog,Mori,モリ先輩が、ペースを落とすように指示した。,Senior Mori told us to slow down.,,,
150_3_6_2.json,436,Dialog,Honey,「だいじょーぶ♪」,「I'm fine!♪」,,,
150_3_6_2.json,437,Dialog,Honey,でも、ハニー先輩は食べるのに夢中で、ペース,"But Honey-senpai's so focused on
eating that his pace isn't",,,
150_3_6_2.json,438,Dialog,Honey,が落ちるどころか上がってる……。,"slowing down at all -- if anything,
it's speeding up...",,,
150_3_6_2.json,441,Dialog,Haruhi,「さすがにちょっと早すぎないですか？」,Aren't you rushing things a bit?,,,
150_3_6_2.json,448,Dialog,Kyoya,「どうやら、暴走しているようだな」,It seems to be running wild.,,,
150_3_6_2.json,450,Dialog,Kyoya,ハニー先輩は、いつもより一度に口に入れる量,"Senior Honey seems to be putting
more",,,
150_3_6_2.json,451,Dialog,Kyoya,が多いみたいだ。,in his mouth at once than usual.,,,
150_3_6_2.json,459,Dialog,Mori,「光邦！」,Honey!,,,
150_3_6_2.json,461,Dialog,Mori,モリ先輩が叫んだそのとき──。,Just as Morisenpai shouted--.,,,
150_3_6_2.json,468,Dialog,Honey,「むぐっ！？」,「Mmff!?」,,,
150_3_6_2.json,469,Dialog,Honey,ハニー先輩の動きが止まった。,Honey-senpai froze.,,,
150_3_6_2.json,484,Dialog,Sayuri,「埴之塚先輩の動きが止まりましたっ！　何か,Kurakano-senpai's movements have,,,
150_3_6_2.json,485,Dialog,Sayuri,あったのでしょうか！？」,stopped! Is something wrong!?,,,
150_3_6_2.json,488,Dialog,Renge,「……あれは、フルーツがのどにつまってしまっ,That seems to be fruit,,,
150_3_6_2.json,489,Dialog,Renge,たようです！」,stuck in her throat!,,,
150_3_6_2.json,504,Dialog,Mori,「大丈夫か……」,「Are you okay...?」,,,
150_3_6_2.json,505,Dialog,Mori,モリ先輩がハニー先輩の背中をトントンと叩く。,"Mori-senpai pats Honey-senpai on the
back.",,,
150_3_6_2.json,514,Dialog,Honey,「むぐぐぐぐ……。ぷはっ！」,Mmmph... *pffft*!,,,
150_3_6_2.json,518,Dialog,Honey,ハニー先輩が息を吹き返す。キョトンとしてい,"Honey-senpai comes to. His blank
expression",,,
150_3_6_2.json,519,Dialog,Honey,た顔が、見る見るゆがんでいき――。,twists in an instant--.,,,
150_3_6_2.json,528,Dialog,Honey,「うわ〜〜ん！　苦しかったよ〜〜！！」,Aww! It was so uncomfortable!!,,,
150_3_6_2.json,529,Dialog,Honey,よっぽど驚いたんだろう、ハニー先輩は泣き出,Honey-senpai must've been really,,,
150_3_6_2.json,530,Dialog,Honey,してしまった。,surprised--he started crying.,,,
150_3_6_2.json,535,Dialog,Mori,「……ゆっくり食べろ」,Eat slowly.,,,
150_3_6_2.json,540,Dialog,Honey,「うん、わかった……」,"Yeah, I understand...",,,
150_3_6_2.json,541,Dialog,Honey,いや、ゆっくり食べたら勝てないんじゃ……。,"No, if I eat slowly, I won't win...",,,
150_3_6_2.json,549,Dialog,Honey,「もぐ、もぐ……、もぐ……」,"Munch, munch... *munch*...",,,
150_3_6_2.json,552,Dialog,Honey,味わうように食べるハニー先輩を尻目に、絢爛,"Watching Honey-senpai savor his
food, the splendid",,,
150_3_6_2.json,553,Dialog,Honey,ホスト部があっという間に逆転。,Host Club quickly turns the tables.,,,
150_3_6_2.json,554,Dialog,Honey,ピーーーーーーーーッ！,Beep!,,,
150_3_6_2.json,567,Dialog,Renge,「終了〜〜！　そこまでですわ！」,Game over~~~! That's enough!,,,
150_3_6_2.json,571,Dialog,Haruhi,「終わっちゃった……」,It's over...,,,
150_3_6_2.json,572,Dialog,Haruhi,結局、最終的には大差をつけられて負けてしまっ,"In the end, we lost",,,
150_3_6_2.json,573,Dialog,Haruhi,た……。,by a wide margin...,,,
150_3_6_2.json,585,Dialog,Honey,「ごめんね……」,I'm sorry...,,,
150_3_6_2.json,587,Dialog,Mori,「すまない」,I'm sorry.,,,
150_3_6_2.json,590,Dialog,Mori,これで１勝１敗か。,So it's one win and one loss.,,,
150_3_6_2.json,591,Dialog,Mori,決着は、最終戦へ――。,"The final decision will be in the
last battle--.",,,
150_3_6_2.json,609,Dialog,Renge,「勝負は１対１のまま、ついに最終戦！」,"It's still one-on-one, and now it's
the final round!",,,
150_3_6_2.json,614,Dialog,Sayuri,「次の試合で勝利したチームの優勝ね」,Winning team gets it!,,,
150_3_6_2.json,619,Dialog,Renge,「それでは、参加選手の紹介です！　桜蘭ホス,"And now, let's introduce our
contestants!",,,
150_3_6_2.json,620,Dialog,Renge,ト部からは光くん、馨くん、そしてハルヒ君で,"From the Ouran Host Club:
Hikaru-kun,",,,
150_3_6_2.json,621,Dialog,Renge,すわ！」,"Kaoru-kun, and Haruhi-kun!",,,
150_3_6_2.json,635,Dialog,,ここまでは１勝１敗。もしこれに負けたら……。,"It's one win each so far. If I lose
this...",,,
150_3_6_2.json,640,Dialog,Hikaru,「心配しなくても楽勝だって」,"Don't worry, it'll be easy.",,,
150_3_6_2.json,645,Dialog,Kaoru,「僕らのチームワークがあればね」,With our teamwork...,,,
150_3_6_2.json,647,Dialog,Haruhi,「いちおう聞いておくけど、金魚すくいをした,Have you ever tried,,,
150_3_6_2.json,648,Dialog,Haruhi,ことは？」,goldfish scooping?,,,
150_3_6_2.json,656,Dialog,Hikaru,「初めてに決まってるじゃん」,"It's my first time, duh.",,,
150_3_6_2.json,664,Dialog,Kaoru,「楽しみだよね」,Looking forward to it.,,,
150_3_6_2.json,666,Dialog,Haruhi,「……やっぱり」,I knew it...,,,
150_3_6_2.json,667,Dialog,Haruhi,でも、絢爛学園だって同じような校風の学校。,"But, even Extravagant Academy has a
similar school atmosphere.",,,
150_3_6_2.json,668,Dialog,Haruhi,だったら、条件は一緒なのかも。,"Then maybe the conditions are the
same.",,,
150_3_6_2.json,685,Dialog,Renge,「絢爛ホスト部の選手ですが……、あ、あれ,"""I'm an Elegant Host Club member...",,,
150_3_6_2.json,686,Dialog,Renge,は……！！」,"B-but that's...""!!",,,
150_3_6_2.json,689,Dialog,Renge,そのとき、どよめきが上がった。,"At that moment, a murmur rose up.",,,
150_3_6_2.json,690,Dialog,Renge,姿を現した絢爛ホスト部のメンバーは……。,"The members of the splendid Host
Club appear...",,,
150_3_6_2.json,703,Dialog,Hikaru,「……何、アレ？」,...What's that?,,,
150_3_6_2.json,705,Dialog,Kaoru,「あれで、僕らと同い年なの？」,Is she really our age?,,,
150_3_6_2.json,706,Dialog,Kaoru,現れたのは、かなり老けた感じの２人組。どう,"The two people who appeared looked
quite old.",,,
150_3_6_2.json,707,Dialog,Kaoru,見ても確実に５０才は過ぎてるかと……。,"They definitely had to be over
fifty...",,,
150_3_6_2.json,717,Dialog,Kyoya,「おそらく、金魚すくいのプロフェッショナル,Probably brought in professional,,,
150_3_6_2.json,718,Dialog,Kyoya,を連れてきたんだろう」,goldfish scoopers.,,,
150_3_6_2.json,720,Dialog,Haruhi,「それって、反則なんじゃないですか？　生徒,"That's not fair, right? Letting
someone",,,
150_3_6_2.json,721,Dialog,Haruhi,でもない人が参加するなんて」,"who's not even a student
participate.",,,
150_3_6_2.json,726,Dialog,Kyoya,「いや、問題ないよう手を回してあるだろう。,"No, I'm sure it's already taken care
of.",,,
150_3_6_2.json,727,Dialog,Kyoya,……もしかしたら今この時点においては、あの,"...Maybe at this point, those",,,
150_3_6_2.json,728,Dialog,Kyoya,２人も生徒なのかもしれない」,two are still students too.,,,
150_3_6_2.json,733,Dialog,Kyoya,「もっとも、明日にはもう生徒ではなくなって,"Of course, you won't be",,,
150_3_6_2.json,734,Dialog,Kyoya,いるだろうがな」,a student tomorrow.,,,
150_3_6_2.json,735,Dialog,Kyoya,そんなことまでするなんて……。,You'd go that far...?,,,
150_3_6_2.json,750,Dialog,Sayuri,「えーっと、両チーム３名ですが、水のなかに,"Um, each team has three members,",,,
150_3_6_2.json,751,Dialog,Sayuri,入っていいのは２名までです」,but only two can go in the water.,,,
150_3_6_2.json,753,Dialog,Renge,「全員入ったら失格ですので、お気をつけてく,Please be careful. All participants,,,
150_3_6_2.json,754,Dialog,Renge,ださいませ」,must enter together or they'll lose.,,,
